timestamp,WashingMachine_kW,Dishwasher_kW,Dryer_kW,WaterHeater_kW,Total_kW
2025-02-14 07:15:00,0.0,0.0,0.029,0.106,0.135
2025-02-14 07:30:00,0.0,0.037,0.0,0.082,0.119
2025-02-14 07:45:00,0.051,0.0,0.0,0.09,0.141
2025-02-14 08:00:00,0.021,0.0,0.039,0.063,0.123
2025-02-14 08:15:00,0.014,0.048,0.0,1.464,1.526
2025-02-14 08:30:00,0.003,0.032,0.008,1.968,2.011
2025-02-14 08:45:00,0.0,0.047,0.0,1.891,1.938
2025-02-14 09:00:00,0.007,0.0,0.0,0.051,0.058
2025-02-14 09:15:00,0.0,0.044,0.004,0.094,0.142
2025-02-14 09:30:00,0.042,0.037,0.004,0.045,0.128
2025-02-14 09:45:00,0.0,0.045,0.007,0.041,0.093
2025-02-14 10:00:00,0.008,0.0,0.048,0.014,0.07
2025-02-14 10:15:00,0.0,0.044,0.014,0.098,0.156
2025-02-14 10:30:00,0.02,0.0,0.047,1.681,1.748
2025-02-14 10:45:00,0.017,0.0,0.0,1.659,1.676
2025-02-14 11:00:00,0.0,0.0,0.0,0.049,0.049
2025-02-14 11:15:00,0.0,0.0,0.028,0.044,0.072
2025-02-14 11:30:00,0.017,0.0,0.004,0.077,0.098
2025-02-14 11:45:00,0.007,0.0,0.0,0.024,0.031
2025-02-14 12:00:00,0.005,0.0,0.0,0.029,0.034
2025-02-14 12:15:00,0.001,0.0,0.017,1.8,1.818
2025-02-14 12:30:00,0.052,0.018,0.0,1.857,1.927
2025-02-14 12:45:00,0.0,0.0,0.0,0.052,0.052
2025-02-14 13:00:00,0.019,0.0,0.003,0.067,0.089
2025-02-14 13:15:00,0.003,0.0,0.0,0.09,0.093
2025-02-14 13:30:00,0.0,0.0,0.035,0.052,0.087
2025-02-14 13:45:00,0.014,0.005,0.0,0.0,0.019
2025-02-14 14:00:00,0.032,0.05,0.0,0.052,0.134
2025-02-14 14:15:00,0.027,0.023,0.016,0.065,0.131
2025-02-14 14:30:00,0.0,0.013,0.0,0.049,0.062
2025-02-14 14:45:00,0.037,0.0,0.0,0.071,0.108
2025-02-14 15:00:00,0.0,0.0,0.03,0.0,0.03
2025-02-14 15:15:00,0.013,0.011,0.027,0.095,0.146
2025-02-14 15:30:00,0.012,0.0,0.0,0.049,0.061
2025-02-14 15:45:00,0.02,0.0,0.0,0.022,0.042
2025-02-14 16:00:00,0.024,0.0,0.042,0.027,0.093
2025-02-14 16:15:00,0.01,0.0,0.024,0.045,0.079
2025-02-14 16:30:00,0.007,0.0,0.0,0.064,0.071
2025-02-14 16:45:00,0.0,0.028,0.0,0.054,0.082
2025-02-14 17:00:00,0.049,0.019,0.0,0.034,0.102
2025-02-14 17:15:00,0.003,0.033,0.0,0.061,0.097
2025-02-14 17:30:00,0.0,0.0,0.0,2.075,2.075
2025-02-14 17:45:00,0.039,0.046,0.02,2.024,2.129
2025-02-14 18:00:00,0.0,0.0,0.0,0.095,0.095
2025-02-14 18:15:00,0.0,0.0,0.026,0.052,0.078
2025-02-14 18:30:00,0.0,0.0,0.015,0.11,0.125
2025-02-14 18:45:00,0.088,0.0,0.0,0.026,0.114
2025-02-14 19:00:00,0.008,0.016,0.0,0.022,0.046
2025-02-14 19:15:00,0.571,0.0,0.0,2.431,3.002
2025-02-14 19:30:00,0.595,0.0,0.0,2.419,3.014
2025-02-14 19:45:00,1.623,0.0,0.028,2.432,4.083
2025-02-14 20:00:00,1.634,0.0,0.0,0.036,1.67
2025-02-14 20:15:00,1.65,0.006,0.0,0.102,1.758
2025-02-14 20:30:00,0.436,0.0,0.0,0.11,0.546
2025-02-14 20:45:00,0.377,0.008,0.0,0.081,0.466
2025-02-14 21:00:00,0.261,0.038,0.0,0.088,0.387
2025-02-14 21:15:00,0.0,0.0,0.0,0.053,0.053
2025-02-14 21:30:00,0.032,0.0,0.0,0.037,0.069
2025-02-14 21:45:00,0.024,0.558,0.054,0.07,0.706
2025-02-14 22:00:00,0.0,0.556,0.0,0.042,0.598
2025-02-14 22:15:00,0.0,1.769,0.021,0.072,1.862
2025-02-14 22:30:00,0.033,1.731,0.027,0.074,1.865
2025-02-14 22:45:00,0.0,1.693,0.016,0.021,1.73
2025-02-14 23:00:00,0.02,0.385,0.002,0.049,0.456
2025-02-14 23:15:00,0.0,0.401,0.023,1.775,2.199
2025-02-14 23:30:00,0.042,0.359,0.013,1.751,2.165
2025-02-14 23:45:00,0.0,0.0,0.0,0.134,0.134
2025-02-15 00:00:00,0.011,0.045,0.0,0.063,0.119
2025-02-15 00:15:00,0.0,0.0,0.0,0.107,0.107
2025-02-15 00:30:00,0.0,0.041,0.006,0.095,0.142
2025-02-15 00:45:00,0.015,0.041,0.0,0.158,0.214
2025-02-15 01:00:00,0.0,0.023,0.005,0.082,0.11
2025-02-15 01:15:00,0.071,0.0,0.0,0.11,0.181
2025-02-15 01:30:00,0.0,0.0,0.0,0.059,0.059
2025-02-15 01:45:00,0.0,0.039,0.0,0.095,0.134
2025-02-15 02:00:00,0.0,0.035,0.026,0.088,0.149
2025-02-15 02:15:00,0.02,0.021,0.0,0.071,0.112
2025-02-15 02:30:00,0.0,0.005,0.0,0.098,0.103
2025-02-15 02:45:00,0.037,0.0,0.06,0.077,0.174
2025-02-15 03:00:00,0.06,0.0,0.0,0.07,0.13
2025-02-15 03:15:00,0.0,0.0,0.0,0.068,0.068
2025-02-15 03:30:00,0.0,0.007,0.008,1.764,1.779
2025-02-15 03:45:00,0.0,0.0,0.0,1.738,1.738
2025-02-15 04:00:00,0.0,0.029,0.0,0.074,0.103
2025-02-15 04:15:00,0.0,0.03,0.008,0.099,0.137
2025-02-15 04:30:00,0.0,0.017,0.0,0.037,0.054
2025-02-15 04:45:00,0.013,0.0,0.023,0.045,0.081
2025-02-15 05:00:00,0.069,0.022,0.0,1.827,1.918
2025-02-15 05:15:00,0.0,0.0,0.004,0.048,0.052
2025-02-15 05:30:00,0.004,0.018,0.011,0.036,0.069
2025-02-15 05:45:00,0.018,0.0,0.031,0.102,0.151
2025-02-15 06:00:00,0.0,0.01,0.0,0.085,0.095
2025-02-15 06:15:00,0.0,0.05,0.023,2.184,2.257
2025-02-15 06:30:00,0.009,0.0,0.0,2.217,2.226
2025-02-15 06:45:00,0.0,0.0,0.0,2.249,2.249
2025-02-15 07:00:00,0.0,0.023,0.014,2.178,2.215
2025-02-15 07:15:00,0.0,0.0,0.0,2.236,2.236
2025-02-15 07:30:00,0.02,0.059,0.055,0.077,0.211
2025-02-15 07:45:00,0.0,0.0,0.047,0.07,0.117
2025-02-15 08:00:00,0.0,0.009,0.0,0.05,0.059
2025-02-15 08:15:00,0.0,0.0,0.0,0.077,0.077
2025-02-15 08:30:00,0.0,0.0,0.0,0.06,0.06
2025-02-15 08:45:00,0.0,0.033,0.0,0.083,0.116
2025-02-15 09:00:00,0.0,0.0,0.049,0.113,0.162
2025-02-15 09:15:00,0.012,0.0,0.057,0.043,0.112
2025-02-15 09:30:00,0.0,0.0,0.024,0.053,0.077
2025-02-15 09:45:00,0.02,0.0,0.043,0.077,0.14
2025-02-15 10:00:00,0.03,0.0,0.0,0.125,0.155
2025-02-15 10:15:00,0.0,0.0,0.01,3.5,3.51
2025-02-15 10:30:00,0.018,0.0,0.0,1.566,1.584
2025-02-15 10:45:00,0.0,0.013,0.0,0.01,0.023
2025-02-15 11:00:00,0.0,0.0,0.0,0.042,0.042
2025-02-15 11:15:00,0.0,0.045,0.002,0.094,0.141
2025-02-15 11:30:00,0.0,0.0,0.0,0.062,0.062
2025-02-15 11:45:00,0.004,0.029,0.025,0.018,0.076
2025-02-15 12:00:00,0.0,0.05,0.014,0.067,0.131
2025-02-15 12:15:00,0.069,0.0,0.0,0.054,0.123
2025-02-15 12:30:00,0.017,0.0,0.0,0.105,0.122
2025-02-15 12:45:00,0.0,0.008,2.612,0.072,2.692
2025-02-15 13:00:00,0.0,0.0,2.461,1.693,4.154
2025-02-15 13:15:00,0.0,0.048,2.467,0.077,2.592
2025-02-15 13:30:00,0.013,0.0,2.403,0.104,2.52
2025-02-15 13:45:00,0.0,0.0,2.278,0.085,2.363
2025-02-15 14:00:00,0.0,0.0,2.197,0.084,2.281
2025-02-15 14:15:00,0.041,0.001,2.227,0.057,2.326
2025-02-15 14:30:00,0.0,0.0,0.194,0.081,0.275
2025-02-15 14:45:00,0.0,0.0,0.051,0.007,0.058
2025-02-15 15:00:00,0.05,0.0,0.0,0.071,0.121
2025-02-15 15:15:00,0.0,0.027,0.008,1.753,1.788
2025-02-15 15:30:00,0.016,0.001,0.039,0.089,0.145
2025-02-15 15:45:00,0.0,0.0,0.0,0.086,0.086
2025-02-15 16:00:00,0.033,0.0,0.0,0.076,0.109
2025-02-15 16:15:00,0.0,0.062,0.017,0.104,0.183
2025-02-15 16:30:00,0.0,0.008,0.02,0.015,0.043
2025-02-15 16:45:00,0.026,0.031,0.033,0.127,0.217
2025-02-15 17:00:00,0.621,0.0,0.032,0.089,0.742
2025-02-15 17:15:00,0.589,0.008,0.049,1.815,2.461
2025-02-15 17:30:00,1.821,0.007,0.0,0.057,1.885
2025-02-15 17:45:00,1.819,0.013,0.025,0.094,1.951
2025-02-15 18:00:00,1.838,0.0,0.012,0.058,1.908
2025-02-15 18:15:00,0.319,0.0,0.031,0.052,0.402
2025-02-15 18:30:00,0.423,0.0,0.056,0.056,0.535
2025-02-15 18:45:00,0.291,0.035,0.01,0.085,0.421
2025-02-15 19:00:00,0.023,0.023,0.003,0.087,0.136
2025-02-15 19:15:00,0.0,0.57,0.008,0.078,0.656
2025-02-15 19:30:00,0.0,0.624,0.001,0.064,0.689
2025-02-15 19:45:00,0.0,1.635,0.0,0.066,1.701
2025-02-15 20:00:00,0.576,1.657,0.052,0.075,2.36
2025-02-15 20:15:00,0.583,1.627,0.009,2.333,4.552
2025-02-15 20:30:00,1.737,0.375,0.0,2.372,4.484
2025-02-15 20:45:00,1.794,0.383,2.623,2.382,7.182
2025-02-15 21:00:00,1.834,0.371,2.587,0.075,4.867
2025-02-15 21:15:00,0.357,0.0,2.541,0.072,2.97
2025-02-15 21:30:00,0.363,0.013,2.422,0.064,2.862
2025-02-15 21:45:00,0.278,0.015,0.166,0.079,0.538
2025-02-15 22:00:00,0.0,0.0,0.0,0.085,0.085
2025-02-15 22:15:00,0.0,0.028,0.0,0.044,0.072
2025-02-15 22:30:00,0.015,0.039,0.0,0.023,0.077
2025-02-15 22:45:00,0.038,0.003,0.005,0.063,0.109
2025-02-15 23:00:00,0.019,0.016,0.0,0.025,0.06
2025-02-15 23:15:00,0.0,0.015,0.018,0.078,0.111
2025-02-15 23:30:00,0.0,0.069,0.013,0.047,0.129
2025-02-15 23:45:00,0.053,0.0,0.0,0.118,0.171
2025-02-16 00:00:00,0.0,0.036,0.0,0.104,0.14
2025-02-16 00:15:00,0.01,0.0,0.033,0.056,0.099
2025-02-16 00:30:00,0.0,0.0,0.052,0.113,0.165
2025-02-16 00:45:00,0.0,0.047,0.0,0.02,0.067
2025-02-16 01:00:00,0.0,0.0,0.032,1.853,1.885
2025-02-16 01:15:00,0.0,0.009,0.0,0.106,0.115
2025-02-16 01:30:00,0.004,0.004,0.0,0.077,0.085
2025-02-16 01:45:00,0.022,0.029,0.0,0.071,0.122
2025-02-16 02:00:00,0.0,0.012,0.0,0.066,0.078
2025-02-16 02:15:00,0.021,0.0,0.036,0.056,0.113
2025-02-16 02:30:00,0.0,0.0,0.013,0.057,0.07
2025-02-16 02:45:00,0.0,0.0,0.0,0.113,0.113
2025-02-16 03:00:00,0.019,0.012,0.0,0.093,0.124
2025-02-16 03:15:00,0.004,0.003,0.0,0.068,0.075
2025-02-16 03:30:00,0.0,0.046,0.0,0.037,0.083
2025-02-16 03:45:00,0.0,0.0,0.03,1.994,2.024
2025-02-16 04:00:00,0.008,0.016,0.0,0.072,0.096
2025-02-16 04:15:00,0.02,0.0,0.0,1.562,1.582
2025-02-16 04:30:00,0.001,0.0,0.009,1.606,1.616
2025-02-16 04:45:00,0.048,0.008,0.034,0.122,0.212
2025-02-16 05:00:00,0.0,0.0,0.0,0.108,0.108
2025-02-16 05:15:00,0.0,0.036,0.0,0.071,0.107
2025-02-16 05:30:00,0.0,0.02,0.005,0.173,0.198
2025-02-16 05:45:00,0.011,0.023,0.003,0.082,0.119
2025-02-16 06:00:00,0.023,0.059,0.064,0.118,0.264
2025-02-16 06:15:00,0.027,0.0,0.0,2.785,2.812
2025-02-16 06:30:00,0.019,0.016,0.027,2.824,2.886
2025-02-16 06:45:00,0.0,0.007,0.043,2.766,2.816
2025-02-16 07:00:00,0.0,0.007,0.0,2.759,2.766
2025-02-16 07:15:00,0.0,0.0,0.0,0.116,0.116
2025-02-16 07:30:00,0.0,0.0,0.015,0.067,0.082
2025-02-16 07:45:00,0.0,0.022,0.007,0.092,0.121
2025-02-16 08:00:00,0.0,0.0,0.005,0.162,0.167
2025-02-16 08:15:00,0.045,0.053,0.0,0.095,0.193
2025-02-16 08:30:00,0.0,0.0,0.0,0.062,0.062
2025-02-16 08:45:00,0.041,0.0,0.0,0.05,0.091
2025-02-16 09:00:00,0.0,0.0,0.015,0.073,0.088
2025-02-16 09:15:00,0.0,0.0,0.0,0.058,0.058
2025-02-16 09:30:00,0.012,0.034,0.0,0.146,0.192
2025-02-16 09:45:00,0.0,0.022,0.0,0.094,0.116
2025-02-16 10:00:00,0.0,0.014,0.035,1.813,1.862
2025-02-16 10:15:00,0.034,0.0,0.038,1.807,1.879
2025-02-16 10:30:00,0.059,0.0,0.031,0.098,0.188
2025-02-16 10:45:00,0.0,0.0,0.014,0.08,0.094
2025-02-16 11:00:00,0.0,0.0,0.0,0.106,0.106
2025-02-16 11:15:00,0.0,0.0,0.0,0.12,0.12
2025-02-16 11:30:00,0.0,0.0,0.02,0.105,0.125
2025-02-16 11:45:00,0.023,0.003,0.0,0.058,0.084
2025-02-16 12:00:00,0.054,0.0,0.0,0.096,0.15
2025-02-16 12:15:00,0.025,0.0,0.0,0.08,0.105
2025-02-16 12:30:00,0.0,0.025,0.0,0.105,0.13
2025-02-16 12:45:00,0.034,0.0,0.0,0.142,0.176
2025-02-16 13:00:00,0.012,0.031,0.011,0.058,0.112
2025-02-16 13:15:00,0.057,0.0,0.031,0.085,0.173
2025-02-16 13:30:00,0.061,0.018,0.0,0.065,0.144
2025-02-16 13:45:00,0.0,0.0,0.007,0.117,0.124
2025-02-16 14:00:00,0.012,0.004,0.022,0.045,0.083
2025-02-16 14:15:00,0.0,0.002,0.051,0.099,0.152
2025-02-16 14:30:00,0.0,0.03,0.027,0.136,0.193
2025-02-16 14:45:00,0.024,0.028,0.04,0.031,0.123
2025-02-16 15:00:00,0.043,0.009,0.0,1.921,1.973
2025-02-16 15:15:00,0.0,0.0,0.003,1.939,1.942
2025-02-16 15:30:00,0.0,0.0,0.044,0.064,0.108
2025-02-16 15:45:00,0.0,0.029,0.004,0.129,0.162
2025-02-16 16:00:00,0.011,0.053,0.0,0.085,0.149
2025-02-16 16:15:00,0.01,0.0,0.048,0.097,0.155
2025-02-16 16:30:00,0.036,0.009,0.062,0.088,0.195
2025-02-16 16:45:00,0.0,0.034,0.003,0.097,0.134
2025-02-16 17:00:00,0.04,0.651,0.0,0.074,0.765
2025-02-16 17:15:00,0.019,0.589,0.012,0.095,0.715
2025-02-16 17:30:00,0.0,1.714,0.08,0.076,1.87
2025-02-16 17:45:00,0.0,1.692,0.0,0.094,1.786
2025-02-16 18:00:00,0.567,1.678,2.433,0.056,4.734
2025-02-16 18:15:00,0.612,0.41,2.284,0.121,3.427
2025-02-16 18:30:00,1.8,0.39,2.272,0.113,4.575
2025-02-16 18:45:00,1.809,0.279,2.158,0.065,4.311
2025-02-16 19:00:00,1.795,0.0,2.122,0.123,4.04
2025-02-16 19:15:00,0.407,0.0,2.059,2.316,4.782
2025-02-16 19:30:00,0.416,0.012,0.216,2.299,2.943
2025-02-16 19:45:00,0.275,0.034,0.014,4.082,4.405
2025-02-16 20:00:00,0.0,0.0,0.005,2.281,2.286
2025-02-16 20:15:00,0.0,0.009,0.028,2.317,2.354
2025-02-16 20:30:00,0.053,0.01,0.0,2.213,2.276
2025-02-16 20:45:00,0.009,0.0,0.0,0.109,0.118
2025-02-16 21:00:00,0.0,0.011,0.0,0.149,0.16
2025-02-16 21:15:00,0.061,0.024,0.0,0.065,0.15
2025-02-16 21:30:00,0.0,0.069,0.028,0.068,0.165
2025-02-16 21:45:00,0.023,0.0,0.009,0.104,0.136
2025-02-16 22:00:00,0.0,0.013,0.026,0.06,0.099
2025-02-16 22:15:00,0.0,0.013,0.0,0.172,0.185
2025-02-16 22:30:00,0.0,0.0,0.032,0.111,0.143
2025-02-16 22:45:00,0.0,0.0,0.063,0.117,0.18
2025-02-16 23:00:00,0.0,0.032,0.012,0.059,0.103
2025-02-16 23:15:00,0.0,0.002,0.0,0.102,0.104
2025-02-16 23:30:00,0.027,0.014,0.025,0.097,0.163
2025-02-16 23:45:00,0.0,0.022,0.026,0.07,0.118
2025-02-17 00:00:00,0.009,0.042,0.01,0.06,0.121
2025-02-17 00:15:00,0.002,0.0,0.0,0.079,0.081
2025-02-17 00:30:00,0.033,0.002,0.013,0.1,0.148
2025-02-17 00:45:00,0.0,0.011,0.016,0.083,0.11
2025-02-17 01:00:00,0.052,0.0,0.0,0.085,0.137
2025-02-17 01:15:00,0.0,0.0,0.0,1.807,1.807
2025-02-17 01:30:00,0.055,0.0,0.006,1.857,1.918
2025-02-17 01:45:00,0.0,0.0,0.027,0.106,0.133
2025-02-17 02:00:00,0.0,0.026,0.0,0.077,0.103
2025-02-17 02:15:00,0.0,0.023,0.0,0.067,0.09
2025-02-17 02:30:00,0.0,0.039,0.0,0.105,0.144
2025-02-17 02:45:00,0.028,0.0,0.0,0.105,0.133
2025-02-17 03:00:00,0.044,0.096,0.043,0.093,0.276
2025-02-17 03:15:00,0.023,0.0,0.0,0.085,0.108
2025-02-17 03:30:00,0.0,0.0,0.0,0.051,0.051
2025-02-17 03:45:00,0.0,0.065,0.0,0.063,0.128
2025-02-17 04:00:00,0.017,0.024,0.081,0.109,0.231
2025-02-17 04:15:00,0.015,0.003,0.005,0.104,0.127
2025-02-17 04:30:00,0.0,0.0,0.008,0.105,0.113
2025-02-17 04:45:00,0.037,0.0,0.0,0.053,0.09
2025-02-17 05:00:00,0.0,0.0,0.0,0.045,0.045
2025-02-17 05:15:00,0.0,0.003,0.0,0.077,0.08
2025-02-17 05:30:00,0.0,0.05,0.013,2.054,2.117
2025-02-17 05:45:00,0.0,0.0,0.0,0.046,0.046
2025-02-17 06:00:00,0.001,0.0,0.014,0.072,0.087
2025-02-17 06:15:00,0.0,0.005,0.0,3.798,3.803
2025-02-17 06:30:00,0.001,0.02,0.044,2.236,2.301
2025-02-17 06:45:00,0.022,0.0,0.009,2.286,2.317
2025-02-17 07:00:00,0.0,0.0,0.0,1.634,1.634
2025-02-17 07:15:00,0.009,0.0,0.0,1.654,1.663
2025-02-17 07:30:00,0.0,0.012,0.0,0.075,0.087
2025-02-17 07:45:00,0.0,0.0,0.0,0.082,0.082
2025-02-17 08:00:00,0.0,0.0,0.083,0.067,0.15
2025-02-17 08:15:00,0.031,0.0,0.023,0.068,0.122
2025-02-17 08:30:00,0.03,0.002,0.0,0.118,0.15
2025-02-17 08:45:00,0.02,0.0,0.0,1.722,1.742
2025-02-17 09:00:00,0.025,0.0,0.0,1.75,1.775
2025-02-17 09:15:00,0.009,0.001,0.0,0.018,0.028
2025-02-17 09:30:00,0.0,0.045,0.0,0.078,0.123
2025-02-17 09:45:00,0.003,0.06,0.016,0.067,0.146
2025-02-17 10:00:00,0.031,0.0,0.085,0.058,0.174
2025-02-17 10:15:00,0.058,0.0,0.049,0.074,0.181
2025-02-17 10:30:00,0.0,0.0,0.0,0.128,0.128
2025-02-17 10:45:00,0.025,0.026,0.0,0.086,0.137
2025-02-17 11:00:00,0.0,0.002,0.022,0.061,0.085
2025-02-17 11:15:00,0.0,0.002,0.0,0.116,0.118
2025-02-17 11:30:00,0.0,0.002,0.033,0.083,0.118
2025-02-17 11:45:00,0.067,0.0,0.053,0.067,0.187
2025-02-17 12:00:00,0.03,0.0,0.0,0.088,0.118
2025-02-17 12:15:00,0.005,0.0,0.003,0.121,0.129
2025-02-17 12:30:00,0.017,0.0,0.003,0.035,0.055
2025-02-17 12:45:00,0.024,0.0,0.0,0.097,0.121
2025-02-17 13:00:00,0.039,0.0,0.0,0.166,0.205
2025-02-17 13:15:00,0.016,0.014,0.0,0.089,0.119
2025-02-17 13:30:00,0.015,0.049,0.0,0.086,0.15
2025-02-17 13:45:00,0.0,0.0,0.044,0.109,0.153
2025-02-17 14:00:00,0.018,0.0,0.0,0.087,0.105
2025-02-17 14:15:00,0.008,0.031,0.0,0.08,0.119
2025-02-17 14:30:00,0.0,0.01,0.0,0.093,0.103
2025-02-17 14:45:00,0.047,0.004,0.0,0.074,0.125
2025-02-17 15:00:00,0.0,0.0,0.013,0.125,0.138
2025-02-17 15:15:00,0.0,0.0,0.0,0.035,0.035
2025-02-17 15:30:00,0.006,0.0,0.0,0.064,0.07
2025-02-17 15:45:00,0.0,0.0,0.0,0.126,0.126
2025-02-17 16:00:00,0.0,0.0,0.042,0.041,0.083
2025-02-17 16:15:00,0.012,0.0,0.0,0.019,0.031
2025-02-17 16:30:00,0.0,0.01,0.0,0.111,0.121
2025-02-17 16:45:00,0.015,0.0,0.034,0.082,0.131
2025-02-17 17:00:00,0.0,0.073,0.0,0.094,0.167
2025-02-17 17:15:00,0.0,0.0,0.019,0.101,0.12
2025-02-17 17:30:00,0.0,0.0,0.04,0.095,0.135
2025-02-17 17:45:00,0.0,0.022,2.598,0.131,2.751
2025-02-17 18:00:00,0.018,0.584,2.54,1.971,5.113
2025-02-17 18:15:00,0.0,0.604,2.494,0.078,3.176
2025-02-17 18:30:00,0.0,1.877,2.447,0.098,4.422
2025-02-17 18:45:00,0.004,1.865,0.211,0.107,2.187
2025-02-17 19:00:00,0.0,1.828,0.0,0.051,1.879
2025-02-17 19:15:00,0.0,0.454,0.014,0.049,0.517
2025-02-17 19:30:00,0.0,0.429,0.03,0.075,0.534
2025-02-17 19:45:00,0.0,0.314,0.018,0.097,0.429
2025-02-17 20:00:00,0.001,0.011,0.0,3.765,3.777
2025-02-17 20:15:00,0.0,0.025,0.003,5.366,5.394
2025-02-17 20:30:00,0.637,0.018,0.0,1.946,2.601
2025-02-17 20:45:00,0.588,0.0,0.0,1.954,2.542
2025-02-17 21:00:00,1.645,0.0,0.002,1.96,3.607
2025-02-17 21:15:00,1.608,0.0,0.009,0.087,1.704
2025-02-17 21:30:00,1.625,0.012,0.0,0.062,1.699
2025-02-17 21:45:00,0.402,0.015,0.005,0.079,0.501
2025-02-17 22:00:00,0.398,0.0,0.003,0.099,0.5
2025-02-17 22:15:00,0.313,0.046,0.0,0.075,0.434
2025-02-17 22:30:00,0.029,0.0,0.029,0.102,0.16
2025-02-17 22:45:00,0.018,0.019,0.007,0.074,0.118
2025-02-17 23:00:00,0.0,0.017,0.023,0.055,0.095
2025-02-17 23:15:00,0.02,0.0,0.033,0.063,0.116
2025-02-17 23:30:00,0.0,0.01,0.0,0.104,0.114
2025-02-17 23:45:00,0.0,0.031,0.0,0.113,0.144
2025-02-18 00:00:00,0.0,0.0,0.0,0.055,0.055
2025-02-18 00:15:00,0.0,0.021,0.02,0.13,0.171
2025-02-18 00:30:00,0.0,0.0,0.0,0.103,0.103
2025-02-18 00:45:00,0.015,0.028,0.0,0.073,0.116
2025-02-18 01:00:00,0.024,0.016,0.0,0.058,0.098
2025-02-18 01:15:00,0.024,0.007,0.03,0.1,0.161
2025-02-18 01:30:00,0.0,0.0,0.023,0.117,0.14
2025-02-18 01:45:00,0.0,0.0,0.014,0.079,0.093
2025-02-18 02:00:00,0.012,0.015,0.0,0.092,0.119
2025-02-18 02:15:00,0.0,0.016,0.0,0.04,0.056
2025-02-18 02:30:00,0.0,0.0,0.0,0.115,0.115
2025-02-18 02:45:00,0.008,0.016,0.017,0.095,0.136
2025-02-18 03:00:00,0.0,0.0,0.0,0.132,0.132
2025-02-18 03:15:00,0.0,0.0,0.038,0.115,0.153
2025-02-18 03:30:00,0.0,0.0,0.008,0.077,0.085
2025-02-18 03:45:00,0.0,0.025,0.009,0.063,0.097
2025-02-18 04:00:00,0.0,0.0,0.0,0.101,0.101
2025-02-18 04:15:00,0.0,0.043,0.0,0.114,0.157
2025-02-18 04:30:00,0.0,0.05,0.011,0.108,0.169
2025-02-18 04:45:00,0.0,0.0,0.0,0.072,0.072
2025-02-18 05:00:00,0.0,0.018,0.017,0.058,0.093
2025-02-18 05:15:00,0.044,0.016,0.0,0.118,0.178
2025-02-18 05:30:00,0.0,0.0,0.0,0.084,0.084
2025-02-18 05:45:00,0.0,0.0,0.0,0.103,0.103
2025-02-18 06:00:00,0.03,0.035,0.038,1.539,1.642
2025-02-18 06:15:00,0.0,0.03,0.0,0.085,0.115
2025-02-18 06:30:00,0.0,0.029,0.0,1.84,1.869
2025-02-18 06:45:00,0.0,0.018,0.0,2.525,2.543
2025-02-18 07:00:00,0.0,0.0,0.0,2.551,2.551
2025-02-18 07:15:00,0.028,0.014,0.019,2.542,2.603
2025-02-18 07:30:00,0.0,0.028,0.016,0.104,0.148
2025-02-18 07:45:00,0.011,0.0,0.018,0.046,0.075
2025-02-18 08:00:00,0.0,0.036,0.0,0.085,0.121
2025-02-18 08:15:00,0.019,0.0,0.024,0.143,0.186
2025-02-18 08:30:00,0.002,0.0,0.018,0.098,0.118
2025-02-18 08:45:00,0.0,0.017,0.023,0.075,0.115
2025-02-18 09:00:00,0.0,0.0,0.026,0.093,0.119
2025-02-18 09:15:00,0.0,0.0,0.0,0.144,0.144
2025-02-18 09:30:00,0.0,0.025,0.0,0.092,0.117
2025-02-18 09:45:00,0.0,0.0,0.0,0.05,0.05
2025-02-18 10:00:00,0.0,0.015,0.0,0.073,0.088
2025-02-18 10:15:00,0.0,0.0,0.011,0.093,0.104
2025-02-18 10:30:00,0.0,0.017,0.0,0.102,0.119
2025-02-18 10:45:00,0.0,0.029,0.003,0.071,0.103
2025-02-18 11:00:00,0.025,0.0,0.007,0.14,0.172
2025-02-18 11:15:00,0.0,0.008,0.006,0.11,0.124
2025-02-18 11:30:00,0.003,0.0,0.026,0.075,0.104
2025-02-18 11:45:00,0.006,0.0,0.0,0.166,0.172
2025-02-18 12:00:00,0.032,0.026,0.011,0.1,0.169
2025-02-18 12:15:00,0.006,0.044,0.034,0.062,0.146
2025-02-18 12:30:00,0.0,0.032,0.0,0.104,0.136
2025-02-18 12:45:00,0.013,0.027,0.003,0.039,0.082
2025-02-18 13:00:00,0.011,0.0,0.0,0.036,0.047
2025-02-18 13:15:00,0.0,0.049,0.024,0.127,0.2
2025-02-18 13:30:00,0.0,0.005,0.0,0.144,0.149
2025-02-18 13:45:00,0.032,0.033,0.012,0.076,0.153
2025-02-18 14:00:00,0.0,0.0,0.0,0.085,0.085
2025-02-18 14:15:00,0.0,0.02,0.0,0.096,0.116
2025-02-18 14:30:00,0.021,0.059,0.006,0.103,0.189
2025-02-18 14:45:00,0.052,0.0,0.003,0.135,0.19
2025-02-18 15:00:00,0.034,0.006,0.0,0.096,0.136
2025-02-18 15:15:00,0.0,0.0,0.01,0.108,0.118
2025-02-18 15:30:00,0.0,0.0,0.0,0.089,0.089
2025-02-18 15:45:00,0.0,0.056,0.019,0.047,0.122
2025-02-18 16:00:00,0.006,0.0,0.028,0.075,0.109
2025-02-18 16:15:00,0.03,0.031,0.0,0.098,0.159
2025-02-18 16:30:00,0.0,0.005,0.0,0.147,0.152
